File;Date;Type;NbAlignedChar
fr_monograph\1025.txt;1784;monograph;958
fr_monograph\1026.txt;1784;monograph;1149
fr_monograph\1027.txt;1784;monograph;559
fr_monograph\1028.txt;1784;monograph;2278
fr_monograph\1029.txt;1784;monograph;892
fr_monograph\1030.txt;1784;monograph;922
fr_monograph\1031.txt;1784;monograph;1002
fr_monograph\1032.txt;1784;monograph;1019
fr_monograph\1033.txt;1784;monograph;996
fr_monograph\1034.txt;1784;monograph;1073
fr_monograph\1035.txt;1784;monograph;978
fr_monograph\1036.txt;1784;monograph;1084
fr_monograph\1037.txt;1784;monograph;758
fr_monograph\1038.txt;1784;monograph;932
fr_monograph\1039.txt;1784;monograph;950
fr_monograph\1040.txt;1784;monograph;1204
fr_periodical\69.txt;1916;periodical;5374
fr_periodical\70.txt;1916;periodical;5772
fr_periodical\71.txt;1916;periodical;5189
fr_periodical\72.txt;1916;periodical;6289
fr_periodical\73.txt;1916;periodical;5110
fr_periodical\74.txt;1916;periodical;8730
fr_periodical\75.txt;1916;periodical;5302
fr_periodical\76.txt;1916;periodical;8343
fr_periodical\77.txt;1916;periodical;5864
fr_monograph\1041.txt;1773;monograph;394
fr_monograph\1042.txt;1773;monograph;712
fr_monograph\1043.txt;1773;monograph;483
fr_monograph\1044.txt;1773;monograph;305
fr_monograph\1045.txt;1773;monograph;805
fr_monograph\1046.txt;1773;monograph;1397
fr_monograph\1047.txt;1773;monograph;1422
fr_monograph\1048.txt;1773;monograph;1387
fr_monograph\1049.txt;1773;monograph;1492
fr_monograph\1050.txt;1773;monograph;1429
fr_monograph\1051.txt;1773;monograph;1833
fr_monograph\1052.txt;1773;monograph;1526
fr_monograph\1053.txt;1731;monograph;1616
fr_monograph\1054.txt;1864;monograph;870
fr_monograph\1055.txt;1864;monograph;1309
fr_monograph\1056.txt;1864;monograph;1318
fr_monograph\1057.txt;1863;monograph;1186
fr_monograph\1058.txt;1863;monograph;1622
fr_monograph\1059.txt;1862;monograph;2331
fr_monograph\1060.txt;1862;monograph;2570
fr_monograph\1061.txt;1862;monograph;2340
fr_monograph\1062.txt;1862;monograph;2071
fr_monograph\1063.txt;1907;monograph;1247
fr_monograph\1064.txt;1907;monograph;1240
fr_monograph\1065.txt;1907;monograph;783
fr_monograph\1066.txt;1907;monograph;1242
fr_monograph\1067.txt;1907;monograph;1218
fr_monograph\1068.txt;1828;monograph;1201
fr_monograph\1069.txt;1833;monograph;2927
fr_monograph\1070.txt;1918;monograph;1013
fr_monograph\1071.txt;1918;monograph;2020
fr_monograph\1072.txt;1918;monograph;2236
fr_monograph\1073.txt;1918;monograph;1521
fr_monograph\1074.txt;1918;monograph;2120
fr_monograph\1075.txt;1918;monograph;1992
fr_monograph\1076.txt;1918;monograph;1856
fr_monograph\1077.txt;1918;monograph;948
fr_monograph\1078.txt;1918;monograph;1810
fr_monograph\1079.txt;1918;monograph;2189
fr_monograph\1080.txt;1918;monograph;1959
fr_monograph\1081.txt;1918;monograph;1771
fr_monograph\1082.txt;1918;monograph;2009
fr_monograph\1083.txt;1918;monograph;1675
fr_monograph\1084.txt;1918;monograph;1960
fr_monograph\1085.txt;1850;monograph;2831
fr_periodical\78.txt;1913;periodical;21979
fr_periodical\79.txt;1925;periodical;23235
fr_periodical\80.txt;1925;periodical;36176
fr_periodical\81.txt;1925;periodical;22073
fr_periodical\82.txt;1925;periodical;25276
fr_periodical\83.txt;1925;periodical;36720
fr_periodical\84.txt;1925;periodical;6487
fr_periodical\85.txt;1934;periodical;3413
fr_periodical\86.txt;1934;periodical;5799
fr_periodical\87.txt;1934;periodical;4994
fr_periodical\88.txt;1934;periodical;6704
fr_periodical\89.txt;1934;periodical;10220
fr_periodical\90.txt;1934;periodical;6519
fr_periodical\91.txt;1934;periodical;4485
fr_periodical\92.txt;1934;periodical;4784
fr_periodical\93.txt;1934;periodical;10352
fr_periodical\94.txt;1934;periodical;11027
fr_periodical\95.txt;1897;periodical;34367
fr_periodical\96.txt;1897;periodical;39632
fr_periodical\97.txt;1897;periodical;33576
fr_periodical\98.txt;1897;periodical;19251
fr_periodical\99.txt;1897;periodical;31143
fr_periodical\100.txt;1897;periodical;38185
fr_periodical\101.txt;1897;periodical;33031
fr_periodical\102.txt;1897;periodical;13114
fr_periodical\103.txt;1897;periodical;32652
fr_periodical\104.txt;1897;periodical;35788
fr_periodical\105.txt;1897;periodical;28175
fr_periodical\106.txt;1897;periodical;25570
fr_periodical\107.txt;?;periodical;13087
fr_periodical\108.txt;?;periodical;11782
